Customer_ID,Gender,Age,Emirate,Foot_Length_cm,Foot_Width_cm,Arch_Height,Shoe_Size_UAE,Preferred_Style,Color_Preference,Customization_Option,Material_Preference,Shopping_Channel,Virtual_TryOn_Score,Ordered,Delivery_Time_days,Fit_Satisfaction_Score,Comfort_Score,Return_Flag,Plus_Size
213,F,33,Sharjah,24.6,11.3,High,37,Sneakers,Blue,Initials,Synthetic,Offline,0.92,N,10,2,2,Y,N
214,M,29,Ajman,30.5,11.0,Low,43,Boots,Beige,Initials,Mesh,Online,0.99,Y,9,5,5,N,N
215,F,57,Dubai,25.3,9.1,Normal,37,Heels,Brown,Initials,Mesh,Online,0.87,Y,9,5,3,N,N
216,F,49,Dubai,22.6,10.7,Normal,35,Sandals,Pink,Embroidery,Vegan,Offline,0.81,Y,3,5,5,N,N
217,F,29,Sharjah,23.9,10.3,Normal,37,Sandals,Gold,Glitter,Leather,Online,0.9,Y,9,5,5,N,N
218,M,56,Abu Dhabi,29.2,10.8,Normal,43,Sneakers,Red,Initials,Canvas,Online,0.9,Y,8,5,5,N,N
219,M,49,Dubai,28.0,11.0,Normal,42,Heels,White,None,Leather,Offline,0.85,Y,10,5,5,N,N
220,F,22,Dubai,24.2,9.1,Normal,38,Loafers,Brown,Initials,Mesh,Online,0.97,Y,6,5,5,N,N
221,M,18,Dubai,27.4,10.5,High,40,Sandals,Pink,Embroidery,Mesh,Online,0.83,Y,4,4,4,N,N
222,F,46,Sharjah,23.4,11.0,Normal,36,Sneakers,Silver,Initials,Leather,Online,0.95,Y,10,5,5,N,N
223,M,18,Ajman,25.9,11.8,Normal,40,Sneakers,Green,Initials,Canvas,Online,0.88,Y,8,5,5,N,N
224,F,50,Dubai,24.2,10.2,High,39,Sports,White,Embroidery,Synthetic,Online,0.89,Y,3,5,5,N,N
225,M,19,Sharjah,27.3,11.4,Normal,39,Loafers,White,None,Canvas,Online,0.87,Y,6,2,1,N,N
226,F,36,Dubai,26.2,9.4,Normal,39,Sneakers,Beige,Wide Fit,Leather,Offline,0.84,Y,6,5,4,N,N
227,M,31,Abu Dhabi,28.0,11.8,Normal,40,Sandals,Beige,None,Leather,Online,0.84,Y,4,4,4,N,N
228,M,29,Fujairah,25.8,12.1,Normal,38,Sneakers,Black,Initials,Vegan,Online,0.97,Y,7,4,4,N,N
229,M,32,Fujairah,28.3,10.7,Normal,39,Sports,Red,Embroidery,Mesh,Online,0.93,Y,6,3,3,N,N
230,F,57,Abu Dhabi,26.6,10.1,Low,40,Heels,Gold,Glitter,Canvas,Offline,0.84,Y,10,4,4,N,N
231,F,28,Abu Dhabi,21.9,10.1,High,33,Boots,Green,None,Synthetic,Online,0.85,Y,8,3,3,N,N
232,M,52,Dubai,25.8,12.1,Normal,38,Loafers,Red,None,Synthetic,Offline,0.84,Y,7,4,4,N,N
233,F,48,Dubai,24.8,10.1,Normal,38,Boots,White,Initials,Vegan,Offline,0.91,Y,7,5,5,N,N
234,F,60,Dubai,23.7,10.4,Normal,38,Sandals,Beige,None,Synthetic,Online,0.98,N,5,5,5,N,N
235,F,31,Dubai,23.4,9.2,Normal,36,Heels,Black,Vegan Material,Canvas,Online,0.86,Y,9,2,2,Y,N
236,F,52,Dubai,23.7,9.7,Normal,37,Boots,Black,None,Synthetic,Online,0.8,Y,7,5,5,N,N
237,F,49,Abu Dhabi,25.0,8.8,Normal,38,Sandals,Blue,None,Canvas,Offline,0.99,Y,3,5,5,N,N
238,F,52,Fujairah,24.8,10.6,Normal,37,Sandals,Beige,Embroidery,Mesh,Online,0.89,Y,5,2,3,N,N
239,M,40,Abu Dhabi,26.8,10.9,Normal,40,Sneakers,Beige,Wide Fit,Leather,Online,0.83,Y,4,5,5,N,N
240,F,24,Dubai,24.9,10.1,High,38,Loafers,Black,Embroidery,Canvas,Online,0.8,Y,5,4,4,N,N
241,M,59,Abu Dhabi,28.2,11.1,Normal,42,Sports,Silver,Embroidery,Synthetic,Offline,0.96,Y,10,5,2,Y,N
242,M,46,Abu Dhabi,25.5,10.4,Normal,38,Heels,Brown,Glitter,Synthetic,Online,0.9,Y,6,5,5,N,N
243,F,44,Fujairah,27.0,10.0,Normal,39,Loafers,Gold,None,Synthetic,Online,0.96,Y,8,5,5,N,N
244,F,53,Dubai,24.1,10.0,High,36,Sneakers,Brown,None,Mesh,Online,0.81,Y,5,5,5,N,N
245,M,51,Dubai,28.0,8.8,Low,41,Sandals,Green,Glitter,Canvas,Offline,0.95,Y,4,5,5,N,N
246,F,33,Sharjah,22.9,9.8,Normal,36,Sandals,Pink,Embroidery,Vegan,Online,0.85,Y,5,1,1,Y,N
247,F,19,Abu Dhabi,23.4,9.8,Normal,37,Sneakers,Silver,None,Vegan,Online,0.93,Y,3,3,1,N,N
248,M,42,Fujairah,27.4,10.9,Low,38,Sneakers,Black,None,Mesh,Online,0.93,Y,8,5,5,N,N
249,F,46,Ajman,22.7,10.0,Low,36,Heels,Black,Embroidery,Vegan,Offline,0.88,Y,6,1,1,N,N
250,F,42,Dubai,21.3,10.0,Normal,35,Heels,Gold,None,Canvas,Online,0.8,Y,10,3,3,N,N
251,M,49,Ajman,27.4,11.8,Normal,41,Sandals,Red,Embroidery,Canvas,Online,0.85,Y,9,3,3,N,N
252,F,22,Abu Dhabi,24.0,9.9,Normal,36,Heels,Gold,Wide Fit,Leather,Online,0.9,Y,10,5,5,N,N
253,M,46,Dubai,23.6,10.9,Normal,36,Boots,White,Vegan Material,Canvas,Online,0.95,Y,6,4,4,N,N
254,F,21,Abu Dhabi,21.5,10.2,Normal,36,Boots,Brown,Glitter,Synthetic,Offline,0.84,Y,4,4,4,N,N
255,M,30,Abu Dhabi,27.9,10.5,Normal,42,Sandals,White,Vegan Material,Canvas,Online,0.85,Y,4,5,5,N,N
256,F,24,Sharjah,22.6,9.0,Normal,35,Sports,Blue,None,Synthetic,Online,0.81,Y,8,5,5,N,N
257,F,49,Sharjah,21.1,9.1,High,34,Boots,Green,Wide Fit,Synthetic,Online,0.9,Y,8,4,4,N,N
258,M,32,Abu Dhabi,26.8,12.4,Normal,41,Loafers,White,Glitter,Leather,Offline,0.93,N,3,5,5,N,N
259,F,55,Umm Al Quwain,23.2,9.5,Normal,36,Sports,Beige,Initials,Vegan,Offline,0.92,Y,5,5,5,N,N
260,F,49,Fujairah,23.9,8.9,Low,36,Sandals,Brown,Vegan Material,Vegan,Online,0.9,Y,8,5,5,N,N
261,F,35,Dubai,25.4,9.2,Normal,40,Sports,Blue,Glitter,Synthetic,Online,0.98,Y,6,2,1,N,N
262,M,46,Dubai,24.3,11.1,Normal,36,Heels,White,Embroidery,Canvas,Online,0.95,Y,6,5,5,N,N
263,F,35,Dubai,23.4,9.8,Normal,36,Sneakers,Gold,Glitter,Mesh,Online,0.8,Y,4,5,5,N,N
264,F,49,Ajman,25.6,8.5,Normal,39,Sandals,Blue,Initials,Mesh,Online,0.92,Y,8,4,4,N,N
265,M,37,Abu Dhabi,29.6,13.4,High,42,Heels,Green,None,Vegan,Online,0.91,Y,3,5,5,N,N
266,M,42,Fujairah,25.9,11.8,Normal,40,Sandals,White,None,Canvas,Online,0.99,Y,6,5,1,Y,N
267,M,49,Abu Dhabi,26.8,11.1,Normal,40,Sports,Gold,Embroidery,Vegan,Offline,0.94,Y,4,5,5,N,N
268,M,28,Ajman,28.5,12.2,High,40,Heels,Silver,Glitter,Canvas,Online,0.92,Y,5,5,5,N,N
269,M,50,Ajman,28.2,11.4,Low,40,Sandals,Silver,Vegan Material,Synthetic,Online,0.91,Y,6,4,4,N,N
270,M,39,Umm Al Quwain,28.3,10.7,Normal,40,Sandals,Pink,Vegan Material,Synthetic,Online,0.92,Y,3,5,5,N,N
271,M,41,Sharjah,27.4,11.1,Normal,39,Sneakers,Gold,Vegan Material,Synthetic,Online,0.92,Y,9,5,5,N,N
272,M,45,Abu Dhabi,28.4,9.7,Normal,41,Heels,Black,None,Synthetic,Online,0.82,Y,3,5,3,N,N
273,F,53,Dubai,22.9,9.8,Normal,37,Sandals,Green,None,Canvas,Online,0.87,Y,10,5,5,N,N
274,M,23,Abu Dhabi,24.5,11.6,Normal,37,Sneakers,Brown,Vegan Material,Mesh,Online,0.92,Y,10,4,4,N,N
275,F,33,Dubai,27.2,10.1,Normal,40,Heels,Brown,None,Vegan,Online,0.83,Y,9,5,5,N,N
276,M,52,Fujairah,27.8,9.7,High,40,Sneakers,Brown,Glitter,Mesh,Online,1.0,Y,9,5,5,N,N
277,F,48,Sharjah,24.4,10.1,Low,39,Boots,Beige,None,Canvas,Online,0.89,Y,10,4,4,N,N
278,M,33,Ajman,29.3,11.6,Normal,43,Sandals,Pink,Initials,Canvas,Offline,0.88,Y,3,3,3,N,N
279,F,35,Dubai,24.9,9.9,Normal,37,Loafers,Pink,None,Leather,Online,0.93,Y,9,5,5,N,N
280,F,55,Dubai,25.1,9.3,Normal,38,Sports,Silver,None,Canvas,Offline,1.0,Y,10,4,4,N,N
281,F,57,Umm Al Quwain,25.3,10.4,Normal,40,Sandals,Red,Glitter,Synthetic,Offline,0.99,Y,5,3,3,N,N
282,F,48,Dubai,21.7,9.3,Normal,34,Sports,Black,Embroidery,Canvas,Online,0.93,Y,5,4,4,N,N
283,M,57,Abu Dhabi,28.3,11.2,Normal,40,Loafers,Black,Glitter,Synthetic,Online,0.82,Y,8,1,1,Y,N
284,F,47,Abu Dhabi,22.6,10.6,Normal,35,Loafers,Beige,None,Canvas,Online,0.85,Y,7,4,4,N,N
285,M,42,Abu Dhabi,27.0,11.7,Low,40,Sneakers,Black,Embroidery,Mesh,Online,0.86,Y,7,5,2,N,N
286,M,18,Dubai,24.8,9.5,Normal,38,Sneakers,Beige,Embroidery,Mesh,Offline,0.82,Y,4,5,5,N,N
287,M,30,Sharjah,29.4,11.7,High,43,Sports,Beige,Vegan Material,Mesh,Offline,0.9,N,10,5,5,N,N
288,F,60,Dubai,26.2,10.5,Normal,39,Loafers,Blue,Embroidery,Mesh,Offline,0.8,Y,3,5,5,N,N
289,M,39,Abu Dhabi,26.2,9.9,Normal,37,Loafers,Red,None,Vegan,Online,0.86,Y,3,3,3,N,N
290,F,36,Dubai,24.4,10.8,Low,37,Sandals,White,Embroidery,Mesh,Online,0.99,Y,3,4,4,N,N
291,F,32,Umm Al Quwain,27.7,9.0,Normal,40,Boots,White,None,Leather,Online,0.83,Y,8,4,4,N,N
292,M,40,Dubai,24.8,10.9,Normal,38,Sandals,Green,None,Vegan,Online,0.82,N,9,5,5,N,N
293,F,20,Dubai,26.3,10.1,Low,38,Sports,Pink,Vegan Material,Vegan,Online,0.96,Y,3,5,5,N,N
294,F,29,Abu Dhabi,22.8,9.2,Normal,37,Sneakers,Black,Glitter,Mesh,Online,0.88,Y,6,5,5,N,N
295,M,27,Sharjah,26.1,11.0,Normal,38,Sneakers,Red,Initials,Leather,Online,0.9,Y,3,5,2,N,N
296,M,28,Dubai,27.9,9.8,Low,40,Sneakers,Black,None,Mesh,Offline,0.87,Y,3,5,3,N,N
297,F,60,Dubai,24.5,8.6,Normal,39,Sports,Red,Glitter,Synthetic,Online,0.98,Y,6,4,4,N,N
298,M,60,Ajman,27.2,11.6,Normal,42,Boots,Silver,None,Leather,Online,0.88,Y,4,4,4,N,N
299,F,37,Dubai,24.9,10.8,Normal,39,Heels,Brown,Initials,Mesh,Online,0.88,Y,6,5,5,N,N
300,F,30,Abu Dhabi,23.2,10.5,Normal,37,Boots,Silver,Embroidery,Leather,Online,0.87,Y,10,4,3,N,N
301,F,29,Sharjah,24.1,10.5,Normal,37,Heels,Brown,Embroidery,Mesh,Offline,0.92,Y,10,5,5,N,N
302,M,44,Umm Al Quwain,29.0,11.0,Normal,41,Sandals,Beige,None,Synthetic,Online,0.93,Y,3,4,4,N,N
303,F,55,Umm Al Quwain,23.4,10.9,High,37,Boots,Pink,Initials,Leather,Offline,0.82,Y,9,4,4,N,N
304,F,30,Sharjah,24.8,10.1,Normal,38,Sandals,Black,Embroidery,Vegan,Online,0.84,Y,9,5,5,N,N
305,M,28,Dubai,29.1,11.7,Normal,42,Heels,White,None,Synthetic,Online,0.81,Y,9,4,4,N,N
306,F,39,Dubai,26.5,10.8,Normal,40,Loafers,Silver,None,Synthetic,Online,0.89,Y,4,5,4,N,N
307,M,44,Dubai,26.7,12.1,High,41,Sneakers,Brown,Glitter,Synthetic,Online,0.91,Y,4,5,5,N,N
308,M,52,Umm Al Quwain,27.2,12.2,Normal,39,Heels,Gold,Embroidery,Mesh,Offline,0.97,Y,3,4,4,N,N
309,M,36,Sharjah,25.7,10.7,Normal,38,Loafers,Green,Vegan Material,Vegan,Online,0.85,Y,4,4,4,N,N
310,F,45,Abu Dhabi,24.2,10.1,Low,38,Loafers,Beige,Vegan Material,Mesh,Offline,0.83,Y,5,3,3,N,N
311,M,32,Dubai,27.9,11.4,Normal,40,Heels,White,Glitter,Canvas,Online,0.99,N,7,5,3,N,N
312,F,30,Dubai,23.6,10.2,Normal,36,Heels,Beige,Embroidery,Mesh,Online,0.86,Y,3,4,4,N,N
313,M,52,Dubai,27.8,11.5,Normal,41,Sneakers,Pink,None,Synthetic,Offline,0.84,Y,8,5,5,N,N
314,M,27,Dubai,27.9,12.2,Normal,40,Heels,Gold,Initials,Canvas,Online,0.93,Y,8,5,5,N,N
315,M,32,Dubai,25.7,10.1,Normal,39,Sports,Pink,Embroidery,Mesh,Online,0.88,Y,4,2,3,Y,N
316,F,43,Abu Dhabi,26.1,10.0,Normal,39,Sports,Brown,None,Leather,Online,0.97,Y,3,5,4,N,N
317,F,48,Dubai,23.7,10.4,Normal,38,Sandals,Black,Initials,Mesh,Online,0.96,Y,9,5,3,N,N
318,F,22,Dubai,24.5,8.6,Low,37,Loafers,Beige,Initials,Canvas,Offline,0.81,Y,6,2,2,N,N
319,M,34,Sharjah,27.3,10.3,Normal,40,Boots,Black,Embroidery,Leather,Online,0.96,N,6,5,5,N,N
320,F,44,Abu Dhabi,24.4,8.0,Normal,38,Boots,Gold,Initials,Vegan,Online,0.99,Y,3,1,5,Y,N
321,M,42,Abu Dhabi,24.1,11.3,Normal,37,Sports,Blue,Initials,Leather,Offline,0.8,Y,5,4,4,N,N
322,F,37,Ajman,23.7,9.8,Normal,36,Sandals,Red,Initials,Vegan,Online,0.91,Y,6,5,1,N,N
323,M,41,Dubai,26.5,11.0,Normal,40,Loafers,Red,None,Canvas,Online,0.88,Y,6,5,4,N,N
324,F,39,Ajman,23.5,10.6,Normal,36,Heels,Red,Initials,Canvas,Online,0.93,Y,4,3,4,N,N
325,F,56,Umm Al Quwain,24.0,8.8,High,36,Boots,White,Wide Fit,Leather,Offline,0.85,N,5,4,4,N,N
326,F,56,Ras Al Khaimah,26.9,8.7,Normal,39,Sports,Pink,Embroidery,Synthetic,Online,0.81,Y,3,4,2,Y,N
327,M,55,Sharjah,30.5,11.3,Normal,45,Sports,Green,None,Mesh,Online,0.9,Y,4,4,4,N,Y
328,M,32,Dubai,28.7,11.1,Normal,43,Sports,White,None,Canvas,Online,0.9,Y,7,4,1,Y,N
329,F,49,Sharjah,23.6,9.1,Normal,36,Sports,Blue,Wide Fit,Mesh,Online,0.82,Y,7,5,5,N,N
330,M,52,Sharjah,29.0,10.7,High,41,Sports,Pink,None,Mesh,Online,0.95,Y,9,5,5,N,N
331,F,27,Dubai,25.1,10.7,Normal,36,Sandals,Pink,Initials,Vegan,Online,0.9,Y,5,5,5,N,N
332,F,49,Sharjah,24.0,9.8,Normal,36,Sneakers,White,None,Canvas,Online,0.86,Y,6,5,5,N,N
333,F,54,Sharjah,25.7,9.4,Normal,39,Loafers,Beige,Glitter,Mesh,Offline,0.83,Y,5,4,4,N,N
334,F,33,Dubai,26.2,10.3,Normal,40,Heels,Beige,Vegan Material,Vegan,Online,0.83,Y,8,5,5,N,N
335,F,49,Sharjah,25.0,9.5,Normal,37,Boots,Blue,None,Synthetic,Offline,0.8,Y,5,5,5,N,N
336,M,19,Dubai,29.9,11.6,Normal,44,Sandals,Blue,None,Leather,Offline,0.89,Y,5,5,5,N,Y
337,M,22,Umm Al Quwain,30.5,11.0,High,43,Heels,Red,Wide Fit,Leather,Offline,0.93,Y,7,4,4,N,N
338,M,25,Dubai,24.4,10.6,Low,38,Sandals,Brown,None,Synthetic,Online,0.89,Y,8,4,4,N,N
339,F,55,Ajman,24.0,10.1,Normal,37,Sneakers,Green,Embroidery,Vegan,Online,0.95,Y,7,5,1,N,N
340,M,45,Dubai,29.9,9.8,High,43,Heels,Beige,Glitter,Leather,Online,0.92,Y,7,3,3,N,N
341,M,19,Sharjah,25.2,11.6,Low,39,Sports,Gold,None,Vegan,Online,0.96,Y,6,3,3,N,N
342,F,34,Abu Dhabi,26.4,10.2,Normal,39,Sports,Beige,Glitter,Vegan,Online,0.9,Y,10,4,4,N,N
343,F,32,Sharjah,26.7,10.1,Normal,38,Loafers,Black,None,Leather,Online,0.91,Y,5,5,5,N,N
344,M,32,Dubai,25.1,10.1,Normal,39,Heels,Brown,Initials,Synthetic,Online,0.84,Y,8,5,5,N,N
345,F,36,Ajman,22.8,10.1,Low,35,Sneakers,Black,Vegan Material,Synthetic,Online,0.81,Y,7,5,5,N,N
346,F,48,Dubai,26.1,8.7,Normal,38,Sports,Red,None,Vegan,Online,0.96,Y,5,3,3,N,N
347,M,46,Abu Dhabi,23.9,10.7,Normal,37,Sneakers,Red,Initials,Mesh,Offline,0.85,Y,4,4,4,N,N
348,F,46,Sharjah,24.3,9.6,Low,35,Sandals,Blue,Glitter,Vegan,Online,0.8,Y,9,5,1,Y,N
349,M,31,Sharjah,27.1,11.1,Normal,40,Sneakers,Blue,Embroidery,Mesh,Offline,0.84,Y,3,5,5,N,N
350,F,42,Sharjah,24.2,10.0,Normal,36,Loafers,Black,Wide Fit,Synthetic,Online,0.94,Y,5,5,5,N,N
351,F,23,Abu Dhabi,25.9,10.0,Normal,40,Boots,Red,None,Canvas,Online,0.88,Y,10,5,5,N,N
352,M,47,Dubai,27.0,10.5,Normal,41,Sneakers,Green,Initials,Leather,Online,0.87,Y,5,5,2,Y,N
353,F,59,Sharjah,23.6,10.1,High,35,Heels,Beige,Vegan Material,Synthetic,Online,0.92,Y,6,4,4,N,N
354,M,47,Fujairah,26.7,11.3,Normal,42,Sneakers,White,Wide Fit,Vegan,Online,0.94,Y,10,4,5,N,N
355,M,31,Dubai,27.6,11.7,Normal,40,Loafers,Green,Vegan Material,Leather,Online,0.86,Y,6,5,5,N,N
356,F,51,Dubai,24.7,9.6,High,38,Sneakers,Blue,Embroidery,Leather,Online,0.93,Y,8,5,5,N,N
357,M,46,Fujairah,27.0,10.7,Normal,41,Sports,Blue,Vegan Material,Mesh,Online,0.99,Y,3,2,2,Y,N
358,M,55,Umm Al Quwain,29.8,11.4,Normal,43,Sneakers,Red,Embroidery,Vegan,Offline,0.92,Y,3,5,5,N,N
359,M,53,Dubai,29.9,12.1,Normal,44,Loafers,Silver,Vegan Material,Synthetic,Online,0.99,Y,3,5,5,N,Y
360,M,54,Ras Al Khaimah,26.4,11.4,Normal,43,Sneakers,Blue,Embroidery,Synthetic,Offline,0.8,Y,7,4,4,N,N
361,F,42,Abu Dhabi,24.4,10.8,Low,36,Heels,Blue,Vegan Material,Leather,Online,0.93,Y,4,4,4,N,N
362,F,20,Abu Dhabi,25.2,10.2,Normal,39,Boots,Black,Wide Fit,Synthetic,Offline,0.97,Y,10,4,4,N,N
363,M,40,Dubai,24.5,12.2,Normal,38,Sports,Green,None,Vegan,Online,0.97,Y,6,5,5,N,N
364,M,46,Sharjah,25.0,11.2,Normal,37,Sneakers,Pink,Glitter,Leather,Online,0.91,Y,7,4,4,N,N
365,M,50,Ajman,24.1,10.4,Normal,36,Sandals,Silver,Glitter,Mesh,Online,1.0,Y,5,5,5,N,N
366,M,33,Sharjah,28.3,10.9,Low,42,Sandals,Red,None,Canvas,Online,0.85,Y,10,5,5,N,N
367,M,55,Abu Dhabi,26.1,12.1,Normal,40,Heels,Beige,None,Vegan,Offline,0.87,Y,10,5,5,N,N
368,M,31,Abu Dhabi,25.9,11.7,Normal,39,Loafers,Gold,None,Mesh,Online,0.81,Y,8,5,3,N,N
369,M,28,Ajman,27.6,12.4,Normal,40,Heels,Gold,None,Vegan,Online,0.86,Y,6,5,5,N,N
370,F,43,Abu Dhabi,23.4,10.0,Normal,36,Sandals,Gold,None,Vegan,Online,0.88,N,5,4,4,N,N
371,M,31,Abu Dhabi,25.4,11.7,Normal,39,Loafers,Pink,Wide Fit,Mesh,Online,0.89,Y,5,5,1,Y,N
372,M,34,Ajman,27.5,13.7,Normal,42,Boots,Black,Wide Fit,Synthetic,Online,0.82,N,6,5,3,N,N
373,M,44,Dubai,29.5,12.3,Normal,43,Sports,Silver,Initials,Mesh,Online,0.99,Y,9,5,5,N,N
374,F,52,Sharjah,25.1,9.8,Normal,39,Boots,Silver,None,Synthetic,Online,0.85,Y,3,4,2,Y,N
375,F,57,Dubai,23.3,9.6,Normal,36,Sports,Gold,Vegan Material,Vegan,Offline,0.83,Y,10,3,3,N,N
376,F,51,Abu Dhabi,26.5,10.3,Normal,40,Heels,Beige,Embroidery,Mesh,Online,0.98,Y,5,5,5,N,N
377,F,45,Sharjah,23.8,10.1,Low,37,Sneakers,Black,None,Vegan,Online,0.97,Y,6,4,4,N,N
378,F,19,Abu Dhabi,24.8,10.1,Normal,39,Sports,Silver,None,Canvas,Online,0.88,Y,10,3,3,N,N
379,F,51,Dubai,22.9,10.4,Normal,35,Sports,Silver,Embroidery,Canvas,Online,0.88,Y,5,5,5,N,N
380,F,34,Umm Al Quwain,26.7,10.9,Normal,40,Sneakers,Red,None,Synthetic,Online,0.82,Y,5,4,4,N,N
381,M,25,Dubai,27.3,11.7,Normal,41,Heels,Beige,Embroidery,Leather,Online,0.89,Y,10,5,5,N,N
382,F,40,Abu Dhabi,27.2,9.7,High,40,Sneakers,Beige,None,Canvas,Online,0.8,Y,9,2,2,Y,N
383,M,30,Sharjah,27.4,10.6,Normal,38,Boots,Silver,Glitter,Mesh,Offline,0.92,Y,10,3,3,N,N
384,M,38,Abu Dhabi,24.1,12.0,High,38,Sports,Blue,None,Synthetic,Offline,0.89,Y,6,4,4,N,N
385,F,44,Dubai,26.2,9.7,Normal,39,Boots,Red,None,Synthetic,Online,0.95,Y,6,3,3,N,N
386,M,59,Umm Al Quwain,28.1,11.8,Normal,42,Sports,Beige,None,Mesh,Online,0.85,Y,8,4,4,N,N
387,F,43,Dubai,23.2,10.3,Normal,36,Boots,Gold,Wide Fit,Vegan,Online,0.91,Y,10,5,5,N,N
388,M,54,Abu Dhabi,26.1,11.2,Low,40,Sports,Black,Embroidery,Vegan,Online,0.86,Y,9,5,5,N,N
389,M,37,Dubai,29.3,10.3,High,43,Loafers,Red,None,Vegan,Online,0.96,Y,9,2,2,Y,N
390,F,38,Sharjah,23.6,8.9,Normal,38,Sports,Silver,Wide Fit,Mesh,Online,0.88,Y,6,5,5,N,N
391,M,53,Abu Dhabi,27.1,11.9,Low,41,Sneakers,Pink,Glitter,Canvas,Online,0.93,Y,6,3,3,N,N
392,F,56,Dubai,24.5,10.6,Normal,38,Sneakers,Black,Initials,Canvas,Online,0.99,Y,7,1,3,Y,N
393,M,54,Abu Dhabi,29.1,10.3,High,44,Loafers,White,None,Synthetic,Online,0.9,N,3,4,4,N,Y
394,M,45,Sharjah,25.8,11.1,Normal,37,Sandals,Black,Embroidery,Canvas,Online,0.8,Y,4,5,5,N,N
395,M,39,Dubai,30.2,10.4,Normal,42,Boots,Red,Embroidery,Mesh,Online,0.99,Y,10,5,5,N,N
396,F,42,Sharjah,21.7,8.1,Normal,35,Heels,Red,Wide Fit,Synthetic,Offline,0.89,Y,9,4,4,N,N
397,M,31,Dubai,28.1,11.4,Normal,42,Sandals,Green,Vegan Material,Vegan,Online,0.96,Y,6,5,5,N,N
398,F,54,Dubai,24.6,10.0,Normal,37,Heels,Beige,Initials,Synthetic,Online,0.96,Y,8,5,5,N,N
399,F,59,Sharjah,26.4,9.6,Normal,39,Heels,Green,Glitter,Vegan,Online,0.96,Y,5,5,5,N,N
400,M,45,Fujairah,26.0,11.9,Low,39,Loafers,Black,Wide Fit,Vegan,Online,0.88,Y,8,5,5,N,N
401,F,18,Ajman,26.4,9.5,Normal,41,Sports,Red,Vegan Material,Mesh,Online,0.81,Y,7,4,4,N,Y
402,F,19,Abu Dhabi,23.8,9.1,High,37,Sandals,Gold,Vegan Material,Vegan,Online,0.91,Y,5,4,4,N,N
403,M,49,Abu Dhabi,29.1,12.2,Normal,41,Sports,Silver,None,Mesh,Online,0.88,Y,3,2,2,Y,N
404,F,21,Abu Dhabi,25.9,8.9,Low,39,Sneakers,White,Embroidery,Synthetic,Online,0.98,Y,8,5,5,N,N
405,M,25,Dubai,24.5,11.0,High,37,Boots,Green,Initials,Synthetic,Online,0.99,Y,5,4,4,N,N
406,F,27,Ras Al Khaimah,23.8,9.5,High,37,Sneakers,Gold,Wide Fit,Leather,Online,0.83,N,5,3,3,N,N
407,F,50,Dubai,23.7,9.3,Normal,37,Loafers,Brown,Embroidery,Mesh,Offline,0.81,Y,5,5,5,N,N
408,M,35,Abu Dhabi,26.9,11.0,Normal,39,Boots,Brown,None,Leather,Offline,0.97,Y,9,3,3,N,N
409,M,18,Sharjah,25.7,10.5,High,38,Loafers,Beige,Wide Fit,Synthetic,Online,0.96,Y,4,3,3,N,N
410,M,23,Dubai,26.8,10.3,Normal,40,Sports,Beige,None,Leather,Offline,0.96,Y,4,2,2,N,N
411,M,59,Dubai,26.8,12.0,Normal,40,Sandals,White,Vegan Material,Synthetic,Online,0.92,Y,4,5,1,Y,N
412,F,21,Abu Dhabi,25.4,10.4,Normal,38,Sneakers,Blue,None,Leather,Online,0.9,Y,3,3,3,N,N
413,M,39,Umm Al Quwain,26.4,11.7,Normal,38,Loafers,Green,None,Canvas,Online,0.95,Y,4,3,3,N,N
414,M,49,Abu Dhabi,29.8,12.1,Low,43,Sports,White,Embroidery,Leather,Online,0.9,Y,5,5,5,N,N
415,F,48,Ajman,22.3,9.5,Normal,35,Sandals,White,Initials,Leather,Offline,0.88,Y,6,1,1,Y,N
416,M,28,Sharjah,26.8,11.5,Low,42,Sports,Gold,None,Mesh,Online,0.81,Y,6,5,5,N,N
417,F,59,Dubai,22.9,9.7,High,34,Heels,Black,Glitter,Synthetic,Offline,0.97,Y,6,5,5,N,N
418,F,30,Sharjah,24.1,10.0,Low,37,Heels,Brown,Wide Fit,Canvas,Online,0.94,N,5,5,5,N,N
419,F,35,Dubai,26.6,9.1,Normal,40,Sports,Silver,None,Mesh,Online,0.95,Y,8,5,5,N,N
420,F,50,Fujairah,22.6,10.0,Normal,36,Heels,Green,None,Synthetic,Offline,0.85,Y,8,5,5,N,N
421,M,35,Fujairah,29.9,10.0,Low,43,Sandals,Green,Wide Fit,Canvas,Offline,0.82,Y,7,5,5,N,N
422,M,19,Sharjah,26.7,11.0,Normal,40,Loafers,Blue,None,Synthetic,Online,0.95,Y,10,5,5,N,N
423,M,37,Sharjah,29.7,11.1,High,42,Heels,Green,Glitter,Leather,Online,0.99,Y,6,4,4,N,N
424,M,25,Ajman,28.8,11.0,Normal,40,Sports,Black,None,Vegan,Online,0.98,Y,10,5,5,N,N
425,M,46,Dubai,26.6,11.3,Normal,39,Sneakers,Silver,Glitter,Mesh,Offline,0.84,Y,6,4,4,N,N
426,F,34,Dubai,23.9,9.5,Normal,35,Loafers,Blue,Embroidery,Canvas,Online,0.86,Y,6,4,4,N,N
427,M,48,Dubai,29.8,11.5,Low,43,Boots,Gold,None,Vegan,Online,0.86,Y,3,5,5,N,N
